pub_date	title	venue	excerpt	citation	url_slug	paper_url
2023	iCOIL: Scenario Aware Autonomous Parking Via Integrated Constrained Optimization and Imitation Learning.	ICDCS Workshop 2023	"https://arxiv.org/pdf/2305.13663.pdf"
